Age,Gender,Education,Experience,Department,Title,Performance,CityTier,CompanySize,CompanyType,TechSkill,Certs,English,Salary
53,Female,Masters,25.3,Operations,Manager,3,Tier 1,Startup,MNC,89,4,Intermediate,2304957.0
51,Male,Bachelors,22.1,Finance,Engineer,4,Tier 1,Startup,MNC,76,2,Intermediate,2068999.0
50,Male,Masters,18.5,HR,Lead,2,Tier 1,Mid,Public,67,2,Advanced,1701667.0
50,Female,Bachelors,7.1,Finance,Analyst,3,Tier 3,Enterprise,Private,59,3,Intermediate,851537.0
51,Female,Bachelors,34.0,Finance,Analyst,2,Tier 1,Mid,MNC,58,2,Intermediate,2756447.0
37,Female,Bachelors,9.4,Tech,Analyst,5,Tier 3,Mid,Public,22,0,Intermediate,1075079.0
40,Female,Bachelors,3.5,Marketing,Analyst,5,Tier 3,Mid,Private,74,1,Intermediate,612161.0
39,Female,Masters,28.5,Support,Executive,4,Tier 3,Startup,MNC,20,4,Advanced,2526975.0
22,Female,Bachelors,6.7,Finance,Executive,3,Tier 1,Startup,MNC,42,3,Intermediate,924385.0
35,Male,Masters,14.1,Operations,Lead,5,Tier 1,Startup,MNC,86,3,Basic,1576985.0
23,Female,Bachelors,1.1,Operations,Manager,1,Tier 1,Enterprise,MNC,81,1,Advanced,370195.0
49,Female,Masters,5.2,Support,Engineer,4,Tier 3,Mid,MNC,53,0,Basic,743639.0
51,Female,Bachelors,6.6,Marketing,Engineer,2,Tier 3,Startup,Private,36,1,Basic,685888.0
59,Female,Bachelors,2.1,Marketing,Executive,3,Tier 1,Mid,Public,67,2,Basic,456111.0
25,Male,Bachelors,25.0,HR,Analyst,3,Tier 1,Mid,MNC,72,3,Advanced,2215979.0
22,Male,Masters,31.8,HR,Lead,1,Tier 2,Mid,Public,80,2,Advanced,2541723.0
29,Female,Bachelors,14.2,HR,Manager,5,Tier 1,Mid,Public,30,3,Intermediate,1489475.0
50,Female,Masters,33.2,Marketing,Executive,3,Tier 3,Mid,Public,34,3,Intermediate,2741862.0
24,Female,Masters,8.1,Finance,Lead,1,Tier 3,Startup,Private,30,2,Intermediate,840539.0
53,Male,Bachelors,12.4,Tech,Lead,1,Tier 2,Enterprise,Public,26,1,Intermediate,1086566.0
31,Male,Masters,5.7,Support,Executive,2,Tier 2,Enterprise,Public,66,4,Basic,767041.0
31,Male,High School,23.6,Support,Lead,1,Tier 2,Enterprise,Public,27,4,Basic,1940991.0
40,Male,Bachelors,16.0,Support,Analyst,4,Tier 1,Enterprise,MNC,24,1,Intermediate,1528887.0
55,Male,Masters,23.3,HR,Lead,3,Tier 3,Mid,MNC,85,0,Advanced,2024259.0
54,Male,Masters,28.9,Tech,Manager,4,Tier 3,Startup,Public,82,1,Basic,2479607.0
44,Female,Masters,20.7,Operations,Lead,1,Tier 1,Startup,Private,40,1,Intermediate,1783175.0
49,Male,Bachelors,23.8,Marketing,Engineer,1,Tier 1,Mid,MNC,90,1,Intermediate,1975905.0
53,Male,Bachelors,35.5,Operations,Lead,4,Tier 1,Mid,MNC,31,4,Intermediate,2990369.0
28,Female,Bachelors,11.4,HR,Executive,2,Tier 3,Startup,Public,30,3,Basic,1093286.0
50,Male,Masters,13.6,Finance,Engineer,1,Tier 1,Startup,Public,73,0,Advanced,1243117.0
29,Female,Bachelors,27.3,HR,Executive,4,Tier 2,Enterprise,Private,29,0,Intermediate,2187072.0
22,Male,Masters,23.2,Tech,Manager,4,Tier 1,Enterprise,MNC,35,0,Intermediate,2065114.0
24,Female,Bachelors,6.8,HR,Analyst,3,Tier 3,Enterprise,Public,34,2,Intermediate,788235.0
45,Female,Bachelors,14.3,Support,Manager,2,Tier 2,Startup,MNC,77,1,Intermediate,1339869.0
44,Female,Bachelors,17.8,Finance,Engineer,5,Tier 1,Enterprise,Public,98,3,Intermediate,1754030.0
29,Female,High School,15.9,Finance,Analyst,4,Tier 1,Startup,Public,23,3,Advanced,1536073.0
58,Female,Bachelors,6.8,Marketing,Lead,3,Tier 1,Startup,Private,41,2,Basic,828446.0
24,Male,Masters,35.1,Marketing,Engineer,5,Tier 2,Mid,MNC,54,4,Basic,3048510.0
54,Male,Masters,29.0,Support,Analyst,3,Tier 2,Startup,MNC,33,2,Basic,2484110.0
49,Female,Bachelors,18.3,Finance,Executive,3,Tier 1,Mid,Public,50,2,Advanced,1679429.0
29,Female,Bachelors,25.8,Support,Analyst,2,Tier 1,Mid,Private,93,1,Basic,2126986.0
55,Female,High School,34.1,Finance,Executive,1,Tier 1,Startup,Private,89,4,Intermediate,2669543.0
56,Male,Masters,5.2,Tech,Executive,2,Tier 3,Startup,Private,30,2,Intermediate,710065.0
53,Female,High School,9.5,HR,Analyst,5,Tier 1,Enterprise,MNC,55,3,Intermediate,1225959.0
45,Female,PhD,20.6,Marketing,Manager,2,Tier 3,Startup,Public,93,1,Basic,1842698.0
35,Female,Bachelors,30.4,Tech,Manager,1,Tier 2,Enterprise,Public,99,4,Intermediate,2466600.0
53,Female,Bachelors,1.4,HR,Executive,2,Tier 2,Enterprise,Private,43,3,Basic,392371.0
37,Male,PhD,37.4,Marketing,Engineer,2,Tier 1,Startup,Private,59,0,Basic,3063696.0
25,Female,High School,17.3,Support,Analyst,2,Tier 1,Enterprise,Private,61,1,Intermediate,1470796.0
58,Female,Bachelors,13.7,Tech,Engineer,4,Tier 2,Mid,MNC,40,3,Advanced,1418214.0
42,Male,Bachelors,11.1,Operations,Manager,4,Tier 1,Mid,Public,70,2,Advanced,1180257.0
35,Female,Bachelors,6.6,Operations,Engineer,2,Tier 1,Startup,Private,74,2,Advanced,755922.0
52,Female,Bachelors,30.1,Marketing,Lead,1,Tier 3,Startup,Private,23,1,Intermediate,2290782.0
39,Male,Masters,36.3,Tech,Lead,1,Tier 1,Startup,Public,81,4,Advanced,2956874.0
28,Male,Masters,15.7,HR,Manager,1,Tier 1,Mid,MNC,44,2,Intermediate,1456687.0
31,Male,High School,36.2,HR,Engineer,1,Tier 2,Enterprise,MNC,89,3,Intermediate,2818832.0
28,Female,PhD,31.3,Tech,Analyst,3,Tier 3,Mid,MNC,33,0,Basic,2719184.0
54,Female,Bachelors,18.3,Operations,Manager,2,Tier 1,Enterprise,Public,60,4,Intermediate,1647940.0
44,Male,Bachelors,25.6,Tech,Lead,2,Tier 2,Enterprise,MNC,76,1,Advanced,2083696.0
42,Male,Bachelors,16.5,Operations,Manager,3,Tier 2,Startup,Private,57,2,Intermediate,1452489.0
40,Male,High School,21.2,Operations,Engineer,1,Tier 3,Startup,MNC,81,4,Intermediate,1764045.0
40,Female,Bachelors,2.2,Support,Engineer,5,Tier 1,Startup,Public,60,0,Advanced,582914.0
57,Female,PhD,26.5,Support,Engineer,5,Tier 3,Mid,MNC,64,4,Intermediate,2535417.0
50,Male,Bachelors,2.0,HR,Executive,3,Tier 1,Mid,Public,99,4,Intermediate,556290.0
39,Female,Bachelors,31.0,Marketing,Engineer,5,Tier 1,Mid,Public,35,1,Intermediate,2573885.0
23,Male,Bachelors,31.3,Finance,Lead,4,Tier 1,Startup,MNC,38,0,Intermediate,2580122.0
22,Female,Masters,9.0,Tech,Lead,2,Tier 1,Startup,Private,56,0,Advanced,898761.0
26,Female,Masters,12.3,Operations,Executive,5,Tier 2,Enterprise,Public,98,4,Intermediate,1335607.0
41,Female,Bachelors,18.3,Tech,Lead,4,Tier 2,Enterprise,MNC,80,2,Intermediate,1663503.0
32,Female,High School,22.7,Marketing,Lead,2,Tier 1,Startup,Public,45,4,Intermediate,1944639.0
23,Male,Bachelors,10.9,Marketing,Manager,4,Tier 1,Mid,MNC,98,3,Intermediate,1253534.0
24,Female,High School,22.5,Finance,Engineer,2,Tier 1,Startup,Private,83,2,Advanced,1875085.0
44,Female,Bachelors,11.3,Finance,Manager,2,Tier 1,Mid,Public,32,1,Intermediate,1070684.0
33,Male,Bachelors,2.1,Operations,Manager,5,Tier 1,Startup,Private,53,0,Intermediate,536747.0
41,Female,Bachelors,0.1,Support,Lead,3,Tier 1,Startup,Private,42,2,Intermediate,337524.0
26,Male,Bachelors,3.8,Finance,Analyst,5,Tier 1,Enterprise,Private,39,1,Intermediate,670116.0
58,Male,Bachelors,30.1,Support,Engineer,1,Tier 1,Mid,Private,73,4,Advanced,2395200.0
59,Female,PhD,36.5,Support,Analyst,4,Tier 3,Mid,Private,92,1,Intermediate,3105733.0
51,Female,PhD,16.2,Operations,Lead,1,Tier 1,Startup,MNC,77,3,Intermediate,1627230.0
30,Male,Bachelors,19.5,HR,Executive,2,Tier 1,Enterprise,Private,78,1,Advanced,1627920.0
55,Male,Bachelors,5.6,Support,Manager,5,Tier 1,Startup,MNC,39,2,Basic,936665.0
56,Male,Bachelors,20.9,Operations,Lead,1,Tier 1,Startup,Private,58,0,Basic,1670931.0
43,Female,Bachelors,5.5,Finance,Lead,1,Tier 2,Mid,Private,97,2,Intermediate,661978.0
45,Male,Masters,23.2,Tech,Analyst,1,Tier 3,Startup,Public,51,2,Advanced,1926571.0
38,Male,Bachelors,35.5,Finance,Executive,2,Tier 2,Enterprise,MNC,60,0,Basic,2788116.0
31,Male,Masters,7.4,Marketing,Manager,2,Tier 2,Startup,Private,88,3,Basic,895184.0
51,Female,PhD,29.1,Finance,Executive,2,Tier 1,Enterprise,Private,87,2,Intermediate,2511407.0
44,Male,Bachelors,0.9,HR,Executive,1,Tier 1,Mid,Private,40,0,Advanced,230790.0
53,Female,Bachelors,14.3,Operations,Executive,4,Tier 2,Mid,MNC,43,0,Advanced,1401001.0
38,Female,High School,4.2,Support,Engineer,5,Tier 3,Startup,MNC,35,2,Basic,747685.0
38,Male,Bachelors,13.4,Marketing,Executive,5,Tier 3,Enterprise,MNC,51,0,Advanced,1377924.0
35,Female,Bachelors,6.6,Operations,Lead,2,Tier 1,Mid,Public,45,4,Intermediate,824102.0
30,Male,Bachelors,14.2,Operations,Engineer,1,Tier 1,Enterprise,Public,22,2,Intermediate,1303497.0
23,Female,Masters,15.9,Support,Engineer,4,Tier 1,Mid,Private,26,3,Intermediate,1598678.0
46,Female,Bachelors,11.4,Finance,Executive,3,Tier 1,Mid,MNC,35,4,Intermediate,1250856.0
30,Male,Bachelors,25.0,Tech,Lead,2,Tier 3,Enterprise,MNC,72,3,Intermediate,2117903.0
43,Male,Masters,34.9,Marketing,Manager,3,Tier 1,Enterprise,Public,23,2,Advanced,2897680.0
25,Male,Masters,15.2,Support,Executive,5,Tier 1,Enterprise,Private,64,1,Intermediate,1526777.0
47,Female,Bachelors,7.3,HR,Engineer,5,Tier 3,Mid,MNC,51,0,Advanced,912892.0
50,Female,Masters,10.3,HR,Manager,4,Tier 1,Enterprise,MNC,97,4,Basic,1320064.0
55,Male,Bachelors,32.5,Tech,Manager,4,Tier 1,Startup,Private,77,2,Advanced,2715467.0
44,Male,Bachelors,21.7,Tech,Engineer,3,Tier 1,Enterprise,Public,32,0,Basic,1840545.0
58,Female,High School,17.3,Finance,Manager,5,Tier 1,Mid,Public,41,1,Intermediate,1626541.0
32,Female,Bachelors,5.7,HR,Lead,4,Tier 1,Enterprise,MNC,63,3,Intermediate,920123.0
27,Female,Masters,17.1,Marketing,Lead,4,Tier 2,Enterprise,Private,63,2,Intermediate,1612536.0
39,Male,Masters,10.6,Support,Executive,5,Tier 2,Enterprise,Private,49,2,Advanced,1157767.0
42,Female,Masters,35.8,Tech,Executive,5,Tier 2,Startup,Private,42,1,Intermediate,2970663.0
57,Male,Bachelors,33.6,Tech,Manager,1,Tier 2,Mid,MNC,31,3,Intermediate,2675037.0
59,Female,Bachelors,3.2,Tech,Engineer,4,Tier 3,Startup,Public,33,2,Intermediate,636926.0
55,Female,High School,19.6,Support,Lead,3,Tier 1,Startup,Public,55,0,Advanced,1694327.0
38,Male,Bachelors,8.6,Marketing,Analyst,2,Tier 3,Mid,Public,64,1,Intermediate,916543.0
58,Male,Masters,15.6,HR,Executive,2,Tier 1,Mid,Public,91,2,Intermediate,1483636.0
46,Male,Masters,33.3,Marketing,Lead,5,Tier 1,Enterprise,Public,43,3,Advanced,2948798.0
59,Female,Bachelors,20.0,Support,Manager,3,Tier 1,Mid,MNC,22,4,Advanced,1898435.0
33,Female,Bachelors,12.7,Marketing,Lead,1,Tier 1,Enterprise,MNC,97,2,Advanced,1216886.0
44,Female,Bachelors,7.9,Finance,Lead,4,Tier 3,Startup,Public,70,3,Intermediate,1000568.0
43,Male,Bachelors,30.4,Support,Manager,1,Tier 1,Enterprise,Public,94,1,Basic,2360328.0
42,Female,Bachelors,23.7,Tech,Executive,3,Tier 1,Mid,MNC,74,3,Advanced,2096757.0
48,Male,Bachelors,17.8,HR,Executive,1,Tier 2,Enterprise,Public,57,3,Advanced,1525052.0
52,Male,Bachelors,8.3,Finance,Analyst,5,Tier 1,Startup,Public,39,1,Advanced,1026176.0
27,Male,High School,12.7,Finance,Analyst,2,Tier 3,Mid,Public,21,4,Intermediate,1217760.0
48,Female,Bachelors,36.5,Support,Executive,5,Tier 3,Mid,Private,45,0,Intermediate,2954848.0
55,Female,High School,19.8,Operations,Executive,4,Tier 1,Enterprise,Public,21,4,Advanced,1852660.0
33,Male,Masters,15.2,Tech,Executive,5,Tier 1,Enterprise,Private,86,0,Advanced,1508113.0
28,Female,Bachelors,19.8,HR,Executive,3,Tier 1,Enterprise,Public,93,0,Basic,1740338.0
31,Male,PhD,29.6,HR,Lead,3,Tier 1,Startup,Public,61,0,Intermediate,2587561.0
38,Male,Bachelors,12.9,HR,Analyst,4,Tier 1,Startup,MNC,59,2,Intermediate,1393631.0
47,Female,Bachelors,6.8,Support,Manager,4,Tier 1,Mid,MNC,28,4,Advanced,947881.0
42,Male,Bachelors,22.2,Tech,Engineer,2,Tier 2,Mid,MNC,21,3,Basic,1893110.0
49,Male,High School,25.3,Support,Manager,1,Tier 1,Startup,Private,47,2,Advanced,2014806.0
23,Female,Masters,27.1,HR,Engineer,2,Tier 1,Enterprise,Private,22,1,Basic,2260203.0
22,Male,High School,33.5,Marketing,Lead,5,Tier 1,Enterprise,Public,35,1,Basic,2735901.0
57,Male,PhD,14.1,Marketing,Analyst,1,Tier 2,Startup,Private,23,0,Intermediate,1320299.0
47,Male,Masters,2.9,Tech,Engineer,4,Tier 1,Enterprise,MNC,42,2,Advanced,720627.0
50,Male,Bachelors,36.4,HR,Executive,3,Tier 1,Startup,Private,96,2,Intermediate,2882184.0
42,Male,Bachelors,16.5,Support,Lead,5,Tier 1,Enterprise,Public,25,1,Basic,1612240.0
32,Male,Masters,23.7,Operations,Engineer,2,Tier 1,Enterprise,Private,93,3,Intermediate,2059767.0
32,Male,Bachelors,25.3,Operations,Executive,4,Tier 1,Mid,MNC,74,4,Basic,2297209.0
57,Female,Masters,20.8,Operations,Lead,1,Tier 3,Enterprise,Public,27,4,Basic,1819972.0
56,Female,High School,7.8,Marketing,Engineer,1,Tier 2,Enterprise,Private,92,0,Intermediate,708605.0
55,Male,High School,28.7,Support,Executive,3,Tier 2,Startup,Public,83,0,Intermediate,2312683.0
45,Male,Bachelors,30.5,Operations,Analyst,4,Tier 3,Startup,Public,86,0,Intermediate,2490780.0
43,Female,Bachelors,21.0,HR,Lead,4,Tier 2,Startup,Private,60,1,Intermediate,1853848.0
26,Female,Masters,18.6,HR,Engineer,5,Tier 2,Startup,Public,59,1,Advanced,1771824.0
54,Female,Bachelors,4.3,Operations,Executive,5,Tier 1,Enterprise,Private,46,4,Intermediate,824001.0
57,Female,Masters,3.2,Finance,Analyst,1,Tier 2,Startup,MNC,58,0,Intermediate,557620.0
41,Female,Bachelors,12.9,Operations,Executive,2,Tier 1,Mid,MNC,72,2,Advanced,1301937.0
40,Male,Bachelors,11.8,Finance,Analyst,1,Tier 1,Startup,Private,59,3,Basic,1146754.0
56,Female,Bachelors,36.2,Tech,Engineer,5,Tier 1,Enterprise,Private,71,1,Intermediate,2975442.0
38,Female,Bachelors,29.8,Tech,Executive,5,Tier 2,Mid,Public,56,0,Basic,2542476.0
55,Female,Bachelors,25.1,HR,Executive,5,Tier 1,Enterprise,Private,86,0,Advanced,2161378.0
30,Male,Bachelors,19.7,Support,Manager,1,Tier 2,Mid,Public,38,1,Basic,1602198.0
47,Male,Masters,6.4,Marketing,Lead,4,Tier 2,Mid,MNC,53,4,Intermediate,1048597.0
23,Male,Bachelors,37.2,Support,Executive,2,Tier 1,Mid,Private,97,4,Advanced,2982567.0
30,Male,Bachelors,14.3,HR,Analyst,2,Tier 1,Enterprise,MNC,85,4,Intermediate,1451149.0
30,Male,Masters,4.1,HR,Lead,5,Tier 1,Mid,Private,29,4,Intermediate,789955.0
38,Male,Masters,18.8,Support,Engineer,3,Tier 1,Enterprise,MNC,71,2,Basic,1797593.0
22,Female,Bachelors,33.2,Marketing,Lead,1,Tier 2,Mid,Private,61,0,Advanced,2521532.0
46,Male,Bachelors,33.7,HR,Manager,4,Tier 2,Startup,Private,79,4,Intermediate,2818249.0
46,Male,Masters,0.4,Marketing,Engineer,5,Tier 1,Startup,Public,21,4,Intermediate,617851.0
56,Female,Bachelors,33.7,HR,Executive,3,Tier 3,Mid,Public,20,3,Advanced,2706922.0
24,Male,Bachelors,10.3,Tech,Engineer,5,Tier 3,Mid,Private,69,3,Intermediate,1239869.0
58,Female,Bachelors,1.5,Finance,Engineer,3,Tier 1,Startup,Public,55,0,Intermediate,409694.0
51,Female,Masters,32.2,HR,Manager,2,Tier 2,Startup,Private,41,1,Intermediate,2558098.0
59,Male,High School,32.8,Finance,Analyst,3,Tier 1,Enterprise,Private,55,4,Advanced,2702435.0
55,Female,PhD,22.7,Operations,Engineer,2,Tier 2,Startup,MNC,22,2,Intermediate,2052156.0
33,Female,Bachelors,21.8,HR,Analyst,2,Tier 1,Enterprise,Public,63,3,Advanced,1879036.0
40,Female,Masters,30.9,Tech,Lead,1,Tier 2,Mid,Public,35,4,Intermediate,2541825.0
58,Female,Bachelors,29.9,Marketing,Manager,3,Tier 1,Enterprise,MNC,30,1,Intermediate,2468891.0
38,Male,Bachelors,33.8,Tech,Executive,4,Tier 3,Mid,Private,29,2,Basic,2710344.0
31,Female,Masters,21.0,Finance,Engineer,4,Tier 1,Enterprise,Public,70,3,Intermediate,1988920.0
33,Male,Bachelors,36.8,Marketing,Analyst,3,Tier 1,Enterprise,Private,61,1,Basic,2915481.0
37,Female,Bachelors,37.9,Tech,Engineer,1,Tier 1,Enterprise,Public,44,1,Intermediate,2886425.0
45,Female,High School,4.4,Tech,Manager,4,Tier 2,Mid,Public,25,2,Basic,686544.0
40,Female,High School,32.3,Tech,Executive,5,Tier 2,Mid,Private,63,2,Intermediate,2670374.0
29,Male,Bachelors,19.0,Support,Lead,4,Tier 3,Enterprise,Private,27,3,Intermediate,1749123.0
52,Male,Masters,14.7,Marketing,Lead,1,Tier 3,Mid,Public,53,2,Advanced,1288508.0
42,Male,Bachelors,23.3,Tech,Analyst,2,Tier 2,Enterprise,MNC,60,4,Intermediate,2005430.0
38,Female,Bachelors,2.1,Tech,Lead,2,Tier 1,Mid,MNC,20,2,Advanced,503094.0
44,Female,Bachelors,19.2,Finance,Analyst,2,Tier 1,Enterprise,MNC,22,1,Intermediate,1674642.0
58,Female,Masters,33.1,Tech,Executive,1,Tier 3,Startup,MNC,71,2,Advanced,2676532.0
37,Female,Masters,8.1,Tech,Engineer,2,Tier 3,Startup,MNC,96,3,Intermediate,981346.0
27,Male,Bachelors,16.2,Operations,Manager,2,Tier 1,Enterprise,Private,62,4,Intermediate,1513323.0
29,Female,High School,35.7,Marketing,Executive,1,Tier 2,Mid,Public,66,2,Intermediate,2772227.0
46,Male,PhD,16.3,Operations,Executive,5,Tier 2,Enterprise,MNC,38,4,Intermediate,1812710.0
39,Female,Bachelors,13.6,Support,Lead,4,Tier 2,Startup,Public,89,2,Intermediate,1408983.0
46,Male,Masters,16.7,Finance,Lead,1,Tier 3,Startup,Private,66,4,Intermediate,1489917.0
33,Male,Masters,19.7,Operations,Manager,1,Tier 1,Enterprise,Public,97,2,Intermediate,1644650.0
36,Female,Masters,24.0,Support,Engineer,3,Tier 3,Startup,Private,24,2,Basic,2050840.0
47,Female,Bachelors,30.4,HR,Executive,2,Tier 1,Enterprise,Public,83,0,Basic,2369073.0
47,Male,Masters,17.2,Marketing,Lead,5,Tier 1,Startup,Public,64,1,Intermediate,1669133.0
53,Female,Masters,31.1,Tech,Executive,3,Tier 1,Mid,Private,83,3,Advanced,2584740.0
31,Female,Bachelors,20.3,Operations,Engineer,5,Tier 2,Mid,Public,64,3,Intermediate,1903535.0
37,Male,Bachelors,12.9,Operations,Analyst,2,Tier 2,Mid,Private,55,0,Advanced,1103863.0
28,Male,Bachelors,25.0,Tech,Engineer,2,Tier 2,Enterprise,Public,28,2,Advanced,2092313.0
38,Male,Bachelors,27.3,Tech,Executive,2,Tier 2,Enterprise,Public,42,1,Intermediate,2225959.0
44,Male,Bachelors,21.2,Finance,Executive,4,Tier 2,Mid,MNC,51,4,Intermediate,2059766.0
47,Female,Bachelors,2.2,Operations,Manager,5,Tier 1,Mid,Public,64,0,Advanced,581288.0
42,Male,Bachelors,6.5,Operations,Executive,5,Tier 3,Mid,MNC,47,3,Intermediate,942716.0
43,Male,Bachelors,10.8,HR,Lead,3,Tier 1,Startup,MNC,71,3,Advanced,1208236.0
28,Male,Bachelors,10.7,Support,Manager,1,Tier 2,Mid,Private,30,3,Intermediate,1034555.0
35,Female,Masters,25.6,HR,Executive,2,Tier 1,Startup,Private,38,2,Intermediate,2186578.0
36,Male,PhD,0.7,Operations,Engineer,2,Tier 1,Mid,Public,83,4,Intermediate,563380.0
28,Female,Bachelors,28.7,HR,Executive,3,Tier 1,Enterprise,Private,84,4,Basic,2451894.0
30,Male,Bachelors,10.1,Operations,Engineer,5,Tier 3,Mid,MNC,92,4,Intermediate,1270921.0
29,Male,Bachelors,11.8,Marketing,Engineer,4,Tier 1,Startup,Public,76,2,Intermediate,1346244.0
44,Female,Masters,20.1,Finance,Executive,5,Tier 1,Mid,Private,85,3,Intermediate,1987256.0
50,Male,Masters,8.2,HR,Engineer,4,Tier 2,Startup,Private,23,3,Basic,1088800.0
39,Male,PhD,33.6,Operations,Analyst,4,Tier 1,Mid,Private,48,2,Intermediate,2968973.0
52,Female,Bachelors,3.2,HR,Manager,5,Tier 3,Startup,MNC,23,1,Intermediate,652718.0
51,Male,PhD,16.9,Support,Executive,2,Tier 3,Startup,Private,20,2,Advanced,1573204.0
56,Male,High School,32.3,Finance,Analyst,4,Tier 2,Mid,Public,37,2,Advanced,2666583.0
39,Male,Masters,23.4,Marketing,Engineer,3,Tier 1,Mid,Public,32,3,Advanced,2077157.0
38,Male,High School,11.1,Tech,Engineer,3,Tier 1,Enterprise,Public,89,4,Intermediate,1203922.0
35,Female,Masters,16.0,Tech,Manager,4,Tier 1,Enterprise,MNC,68,3,Intermediate,1663121.0
52,Male,Bachelors,26.9,HR,Analyst,2,Tier 1,Enterprise,Private,66,1,Advanced,2180343.0
45,Female,Masters,37.0,Operations,Analyst,4,Tier 1,Startup,Public,49,0,Intermediate,3027448.0
56,Male,Masters,33.9,Support,Executive,3,Tier 3,Startup,Private,46,0,Basic,2711729.0
55,Female,Bachelors,13.0,Finance,Engineer,3,Tier 2,Enterprise,Private,91,2,Basic,1218297.0
24,Male,High School,37.9,Marketing,Lead,5,Tier 1,Enterprise,Public,47,0,Advanced,3011619.0
58,Female,Masters,0.1,Marketing,Executive,2,Tier 1,Mid,MNC,21,4,Intermediate,467390.0
47,Male,Bachelors,1.0,Marketing,Executive,5,Tier 2,Enterprise,Public,39,3,Intermediate,554430.0
44,Female,Bachelors,31.3,Tech,Executive,1,Tier 1,Startup,Public,94,1,Advanced,2500446.0
36,Female,Bachelors,7.6,Finance,Manager,4,Tier 3,Mid,MNC,97,1,Intermediate,954519.0
25,Male,Bachelors,2.3,Tech,Manager,5,Tier 1,Enterprise,Private,43,1,Advanced,599766.0
50,Female,High School,9.0,HR,Executive,2,Tier 3,Enterprise,Private,96,3,Intermediate,891906.0
43,Male,Bachelors,16.2,Marketing,Lead,4,Tier 2,Enterprise,MNC,91,4,Advanced,1653279.0
46,Male,High School,27.8,Finance,Analyst,4,Tier 3,Mid,Public,63,1,Intermediate,2273573.0
34,Male,Bachelors,23.7,Marketing,Analyst,4,Tier 1,Mid,MNC,40,0,Intermediate,2039514.0
39,Male,Masters,9.0,Tech,Engineer,4,Tier 1,Mid,Public,41,4,Basic,1188265.0
54,Male,PhD,19.1,Tech,Analyst,4,Tier 2,Enterprise,MNC,92,4,Basic,1975949.0
37,Female,Masters,35.2,Tech,Analyst,2,Tier 3,Mid,Private,77,4,Intermediate,2822809.0
23,Male,Bachelors,31.0,Marketing,Lead,1,Tier 2,Mid,MNC,30,1,Basic,2396895.0
56,Male,PhD,12.3,Finance,Analyst,3,Tier 2,Mid,MNC,99,4,Intermediate,1477302.0
55,Male,Bachelors,37.3,Finance,Lead,1,Tier 1,Mid,Public,72,1,Advanced,2918111.0
51,Male,Bachelors,26.9,HR,Manager,3,Tier 1,Startup,Public,28,0,Intermediate,2155933.0
34,Male,PhD,2.4,Marketing,Lead,5,Tier 1,Enterprise,Public,86,0,Advanced,702695.0
34,Male,Masters,1.3,HR,Manager,4,Tier 2,Mid,MNC,71,0,Basic,553795.0
39,Female,Masters,6.4,Support,Lead,5,Tier 1,Startup,MNC,32,0,Advanced,970783.0
53,Female,Masters,27.7,HR,Executive,5,Tier 1,Startup,Public,20,4,Intermediate,2497794.0
53,Male,Bachelors,7.0,HR,Manager,3,Tier 2,Enterprise,Private,63,4,Intermediate,862863.0
56,Female,Bachelors,19.4,HR,Manager,2,Tier 3,Enterprise,Public,94,1,Advanced,1635857.0
50,Male,Masters,3.5,Tech,Analyst,4,Tier 2,Mid,MNC,43,0,Advanced,634494.0
50,Male,Bachelors,35.0,Support,Manager,5,Tier 2,Enterprise,MNC,24,2,Intermediate,2904446.0
37,Male,Bachelors,13.1,HR,Lead,1,Tier 3,Enterprise,Public,85,0,Intermediate,1079470.0
31,Male,Masters,34.5,Finance,Executive,4,Tier 1,Enterprise,Public,39,3,Advanced,2904134.0
51,Male,Masters,35.9,HR,Executive,2,Tier 1,Enterprise,MNC,83,2,Intermediate,2924542.0
46,Female,Bachelors,0.2,Tech,Analyst,4,Tier 2,Mid,MNC,34,3,Basic,406113.0
41,Female,Masters,17.6,Operations,Lead,5,Tier 1,Startup,Private,87,2,Advanced,1706042.0
26,Female,Masters,0.9,Support,Lead,1,Tier 1,Enterprise,Public,73,1,Advanced,386240.0
22,Female,Masters,34.5,Operations,Engineer,5,Tier 1,Startup,Public,30,4,Intermediate,3004724.0
51,Male,Bachelors,19.7,Operations,Manager,2,Tier 2,Startup,Private,42,1,Intermediate,1666246.0
24,Female,Bachelors,2.8,Support,Analyst,3,Tier 1,Startup,MNC,20,2,Basic,624716.0
35,Male,Bachelors,4.2,Marketing,Executive,1,Tier 1,Enterprise,MNC,61,0,Basic,559996.0
51,Female,Bachelors,14.6,Finance,Engineer,2,Tier 1,Enterprise,Private,66,1,Intermediate,1277693.0
25,Female,Bachelors,35.7,Tech,Lead,2,Tier 1,Mid,Public,87,2,Intermediate,2802456.0
39,Female,Bachelors,26.3,Support,Manager,5,Tier 3,Enterprise,MNC,57,0,Advanced,2244089.0
58,Female,Bachelors,33.0,Operations,Executive,5,Tier 3,Enterprise,Private,21,4,Advanced,2797841.0
46,Male,PhD,13.9,Tech,Engineer,5,Tier 3,Enterprise,Private,64,2,Intermediate,1558455.0
22,Female,Bachelors,1.6,Tech,Lead,3,Tier 3,Startup,Private,46,3,Advanced,424922.0
36,Female,Masters,37.0,Marketing,Executive,4,Tier 1,Mid,MNC,96,3,Intermediate,3150757.0
